,PIID,Prepared Date,Date Signed,Contracting Office Region,Modification Number,Period of Performance Start Date,Funding Office ID,Principal Place of Performance Country Name,Vendor Name,Referenced  IDV PIID,Referenced IDV Mod Number,(Last Date To Order),Purchase Card as Payment Method Code,Purchase Card as Payment Method Description,Description of Requirement,IDV NAICS Code,IDV NAICS Description,NAICS Code,NAICS Description,Product or Service Code,Product or Service Description,Principal Place of Performance Country Code,Base and Exercised Options Value,Action Obligation,Base and All Options Value (Total Contract Value),cluster id,confidence
279,19gr1020f0444,03/11/20,03/11/20,eu,0,03/11/20,19xeur,greece,wind hellas telecommunications s.a.,19gr1019d0010,0,,n,no,irm - cellphone charges for april 2020,517312.0,wireless telecommunications carriers (except satellite),517312,wireless telecommunications carriers (except satellite),d399,it and telecom- other it and telecommunications,grc,"14,772.73","14,772.73","14,772.73",46,0.6645039517525055
280,19gr1020f0444,7/13/20,7/13/20,eu,p00001,03/11/20,19xeur,greece,wind hellas telecommunications s.a.,19gr1019d0010,0,,n,no,irm - cellphone charges for april 2020,517312.0,wireless telecommunications carriers (except satellite),517312,wireless telecommunications carriers (except satellite),d399,it and telecom- other it and telecommunications,grc,"(7,824.92)","(7,824.92)","(7,824.92)",46,0.6645039517525055
281,19gr1020f0832,08/03/20,08/03/20,eu,0,09/01/20,19xeur,greece,wind hellas telecommunications s.a.,19gr1019d0010,0,,n,no,irm - cellphone charges for september 2020,517312.0,wireless telecommunications carriers (except satellite),517312,wireless telecommunications carriers (except satellite),d399,it and telecom- other it and telecommunications,grc,"11,415.53","11,415.53","11,415.53",46,0.4332127504226184
282,19gt5020p0663,08/10/20,08/10/20,wh,0,08/10/20,19xca0,guatemala,comunicaciones celulares s.a.,,,,n,no,cellphone service for cons,,,517911,telecommunications resellers,d304,it and telecom- telecommunications and transmission,gtm,"10,225.02","10,225.02","10,225.02",199,1.0
283,19gt5020p0679,08/12/20,08/12/20,wh,0,08/12/20,19x1nl,guatemala,comunicaciones celulares s.a.,,,,n,no,cellphone services,,,517911,telecommunications resellers,d322,it and telecom- internet,gtm,"10,765.38","10,765.38","10,765.38",200,1.0
284,19gt5020p0706,08/12/20,08/12/20,wh,0,03/01/21,19xwha,guatemala,comunicaciones celulares s.a.,,,,n,no,sms toolkit service,,,519130,internet publishing and broadcasting and web search portals,d304,it and telecom- telecommunications and transmission,gtm,"10,087.32","10,087.32","10,087.32",201,1.0
285,19h08018f0214,03/01/18,03/01/18,wh,0,03/01/18,19x1nl,honduras,puma energy honduras sa de cv,19h08018d0009,0,,n,no,inl carsi special unit - fuel 1930.2,454310.0,fuel dealers,454310,fuel dealers,9130,"liquid propellants and fuels, petroleum base",hnd,"26,160.69","26,160.69","26,160.69",47,0.9195644863954879
286,19h08018f0214,10/02/18,03/01/18,wh,p00001,03/01/18,19x1nl,honduras,puma energy honduras sa de cv,19h08018d0009,0,,n,no,inl carsi special unit - fuel 1930.2,454310.0,fuel dealers,454310,fuel dealers,9130,"liquid propellants and fuels, petroleum base",hnd,"36,490.16","26,160.69","36,490.16",47,0.9195644863954879
287,19h08018f0214,10/29/19,5/14/19,wh,p00002,5/14/19,19x1nl,honduras,puma energy honduras sa de cv,19h08018d0009,0,,n,no,inl carsi special unit - fuel 1930.2,454310.0,fuel dealers,454310,fuel dealers,9130,"liquid propellants and fuels, petroleum base",hnd,"(25,908.46)","(25,908.46)","(25,908.46)",47,0.9195644863954879
288,19h08019f0226,3/28/19,2/22/19,wh,0,2/22/19,19x1nl,honduras,puma energy honduras sa de cv,19h08019d0006,0,,n,no,inl/carsi naku - fuel for vehicles and motorcycles 1930.0,221112.0,fossil fuel electric power generation,221112,fossil fuel electric power generation,9130,"liquid propellants and fuels, petroleum base",hnd,"19,785.09","19,785.09","19,785.09",48,0.9195644855499268
289,19h08019f0226,1/22/20,1/22/20,wh,p00001,2/22/19,19x1nl,honduras,puma energy honduras sa de cv,19h08019d0006,0,,n,no,inl/carsi naku - fuel for vehicles and motorcycles 1930.0,221112.0,fossil fuel electric power generation,221112,fossil fuel electric power generation,9130,"liquid propellants and fuels, petroleum base",hnd,"(18,800.00)","(18,800.00)","(18,800.00)",48,0.9195644855499268
290,19ha7020f0539,8/13/20,8/13/20,wh,0,8/13/20,19xhr0,haiti,emballage adventiste,sha70016d0002,0,,n,no,packing and crating services for jeanne clark (pd),488991.0,packing and crating,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,hti,"11,088.22","11,088.22","11,088.22",202,1.0
291,19ha7020f0586,8/18/20,8/18/20,wh,0,8/18/20,19x1nl,venezuela,distributeurs nationaux sa,19ha7020d0003,0,,n,no,inl-hnp diesel fuel for blts pap offices,454310.0,fuel dealers,454310,fuel dealers,9140,fuel oils,ven,"10,240.00","10,240.00","10,240.00",203,1.0
292,19ha7020p0597,08/06/20,08/06/20,wh,0,08/06/20,19x1nl,haiti,miscellaneous foreign awardees,,,,n,no,inl-hnp blts cap-h gensets maintenance services w/oy 1,,,811310,commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,j061,maint/repair/rebuild of equipment- electric wire and power distribution equipment,hti,"10,540.00","10,540.00","10,540.00",204,1.0
293,19hr9020p0747,08/11/20,08/11/20,eu,0,08/11/20,19x1rm,croatia,miscellaneous foreign awardees,,,,n,no,translation services,,,541930,translation and interpretation services,r608,support- administrative: translation and interpreting,hrv,"10,071.09","10,071.09","10,071.09",205,1.0
294,19hr9020p0762,08/11/20,08/11/20,eu,0,08/11/20,19x1rm,croatia,miscellaneous foreign awardees,,,,n,no,eng-alb material translation,,,541930,translation and interpretation services,r608,support- administrative: translation and interpreting,hrv,"10,367.30","10,367.30","10,367.30",206,1.0
295,19ja8020p0947,08/11/20,08/11/20,ea,0,08/11/20,19xeap,japan,miscellaneous foreign awardees,,,,n,no,temporary quarters services,,,721110,hotels (except casino hotels) and motels,v231,"transportation/travel/relocation- travel/lodging/recruitment: lodging, hotel/motel",jpn,"10,361.72","10,361.72","10,361.72",207,1.0
296,19ja8020p1017,8/17/20,8/17/20,ea,0,8/17/20,19xeap,japan,miscellaneous foreign awardees,,,,n,no,temporary quarters service - oakwood azabujyuban for blake,,,721110,hotels (except casino hotels) and motels,v231,"transportation/travel/relocation- travel/lodging/recruitment: lodging, hotel/motel",jpn,"13,166.26","13,166.26","13,166.26",49,0.9195644855499268
297,19ja8020p1017,8/20/20,8/20/20,ea,p00001,8/17/20,19xeap,japan,miscellaneous foreign awardees,,,,n,no,temporary quarters service - oakwood azabujyuban for blake,,,721110,hotels (except casino hotels) and motels,v231,"transportation/travel/relocation- travel/lodging/recruitment: lodging, hotel/motel",jpn,"(7,106.89)","(7,106.89)","(7,106.89)",49,0.9195644855499268
298,19ke5020p0476,1/27/20,1/27/20,af,0,1/27/20,19xaf0,kenya,miscellaneous foreign awardees,,,,n,no,attached after co po approval,,,611710,educational support services,u005,education/training- tuition/registration/membership fees,ken,"11,804.37","11,804.37","11,804.37",50,0.9195644855499268
299,19ke5020p0476,8/17/20,8/17/20,af,p00001,1/27/20,19xaf0,kenya,miscellaneous foreign awardees,,,,n,no,attached after co po approval,,,611710,educational support services,u005,education/training- tuition/registration/membership fees,ken,0.00,0.00,0.00,50,0.9195644855499268
300,19ke5020p1673,08/12/20,08/12/20,af,0,08/12/20,19xaf0,kenya,cdw government llc,,,,n,no,igf,,,423430,computer and computer peripheral equipment and software merchant wholesalers,7035,information technology support equipment,ken,"10,335.77","10,335.77","10,335.77",208,1.0
301,19ks7020p0308,08/04/20,08/04/20,ea,0,08/04/20,19xeap,"korea, south","fuji xerox korea co., ltd.",,,,n,no,pd/fo: color printer and scanner,,,339940,office supplies (except paper) manufacturing,7435,office information system equipment,kor,"10,801.56","10,801.56","10,801.56",209,1.0
302,19ks7020p0323,8/13/20,8/13/20,ea,0,8/13/20,19x1rm,"korea, south",miscellaneous foreign awardees,,,,n,no,internet service,,,519130,internet publishing and broadcasting and web search portals,d322,it and telecom- internet,kor,"10,741.07","10,741.07","10,741.07",28,0.9195644863954879
303,19ks7020p0368,8/23/20,8/23/20,ea,0,8/23/20,19xeap,"korea, south",miscellaneous foreign awardees,,,,n,no,pd/ask: automatic double sliding doorceiling box(gangneung),,,238290,other building equipment contractors,c1az,architect and engineering- construction: other administrative facilities/service buildings,kor,"10,003.45","10,003.45","10,003.45",51,0.9195644855499268
304,19ks7020p0368,8/24/20,8/24/20,ea,p00001,8/23/20,19xeap,"korea, south",miscellaneous foreign awardees,,,,n,no,pd/ask: automatic double sliding doorceiling box(gangneung),,,238290,other building equipment contractors,c1az,architect and engineering- construction: other administrative facilities/service buildings,kor,(25.26),(25.26),(25.26),51,0.9195644855499268
305,19kv4220f0397,3/27/20,3/27/20,eu,0,3/27/20,19xeur,kosovo,miscellaneous foreign awardees,19kv4219d0002,0,,n,no,fuel for underground fuel tanks - nec,324110.0,petroleum refineries,324110,petroleum refineries,9140,fuel oils,xks,"11,713.67","11,713.67","11,713.67",210,1.0
306,19l16020f0087,6/15/20,04/10/20,af,0,04/10/20,19xaf0,liberia,miscellaneous foreign awardees,19l16020d0006,0,,n,no,water trucking and delivery services from may to june 2020.,488390.0,other support activities for water transportation,488390,other support activities for water transportation,s114,utilities- water,lbr,"60,000.00","60,000.00","60,000.00",52,0.9195644863954879
307,19l16020f0087,6/17/20,6/17/20,af,p00001,04/10/20,19xaf0,liberia,miscellaneous foreign awardees,19l16020d0006,0,,n,no,water trucking and delivery services from may to june 2020.,488390.0,other support activities for water transportation,488390,other support activities for water transportation,s114,utilities- water,lbr,"(3,429.71)","(3,429.71)","(3,429.71)",52,0.9195644863954879
308,19l16020f0087,08/03/20,08/03/20,af,p00002,04/10/20,19xaf0,liberia,miscellaneous foreign awardees,19l16020d0006,0,,n,no,water trucking and delivery services from may to june 2020.,488390.0,other support activities for water transportation,488390,other support activities for water transportation,s114,utilities- water,lbr,"(44,764.81)","(44,764.81)","(44,764.81)",52,0.9195644863954879
309,19la9020p0675,7/14/20,7/14/20,ea,0,7/14/20,19xhr0,laos,miscellaneous foreign awardees,,,,n,no,all in charges to export hhe for joseph narus from vientiane,,,483111,deep sea freight transportation,v301,transportation/travel/relocation- relocation: relocation,lao,"10,372.40","10,372.40","10,372.40",53,0.9195644855499268
310,19la9020p0675,08/10/20,08/10/20,ea,p00001,7/14/20,19xhr0,laos,miscellaneous foreign awardees,,,,n,no,all in charges to export hhe for joseph narus from vientiane,,,483111,deep sea freight transportation,v301,transportation/travel/relocation- relocation: relocation,lao,(382.20),(382.20),(382.20),53,0.9195644855499268
311,19le2020f0597,7/28/20,7/28/20,ne,0,7/28/20,19xnea,lebanon,mediterranean oil shipping t ransport co sal,sle20017d0003,0,,n,no,gasoline,454310.0,fuel dealers,454310,fuel dealers,9140,fuel oils,lbn,"13,566.27","13,566.27","13,566.27",54,0.9195644863954879
312,19le2020f0597,8/14/20,8/14/20,ne,p00001,7/28/20,19xnea,lebanon,mediterranean oil shipping t ransport co sal,sle20017d0003,0,,n,no,gasoline,454310.0,fuel dealers,454310,fuel dealers,9140,fuel oils,lbn,"(7,893.93)","(7,893.93)","(7,893.93)",54,0.9195644863954879
313,19le2020p0128,5/20/20,5/20/20,ne,0,5/20/20,19xnea,lebanon,miscellaneous foreign awardees,,,,n,no,fac-0103/renovation of fmo office - partitions,,,332322,sheet metal work manufacturing,n095,"installation of equipment- metal bars, sheets, and shapes",lbn,"10,555.00","10,555.00","10,555.00",55,0.9195644855499268
314,19le2020p0128,08/12/20,08/12/20,ne,p00001,5/20/20,19xnea,lebanon,miscellaneous foreign awardees,,,,n,no,fac-0103/renovation of fmo office - partitions,,,332322,sheet metal work manufacturing,n095,"installation of equipment- metal bars, sheets, and shapes",lbn,"(1,029.20)","(1,029.20)","(1,029.20)",55,0.9195644855499268
315,19lg7520p0260,4/24/20,4/24/20,eu,0,4/24/20,19xeur,latvia,miscellaneous foreign awardees,,,,n,no,janitorial service,,,561720,janitorial services,s201,housekeeping- custodial janitorial,lva,"10,287.10","10,287.10","10,287.10",56,0.9195644855499268
316,19lg7520p0260,08/11/20,08/11/20,eu,p00001,4/24/20,19xeur,latvia,miscellaneous foreign awardees,,,,n,no,janitorial service,,,561720,janitorial services,s201,housekeeping- custodial janitorial,lva,"(5,578.72)","(5,578.72)","(5,578.72)",56,0.9195644855499268
317,19lg7520p0501,8/25/20,8/25/20,eu,0,8/25/20,19x0b0,latvia,miscellaneous foreign awardees,,,,n,no,construction materials,,,212321,construction sand and gravel mining,5680,miscellaneous construction materials,lva,"11,565.97","11,565.97","11,565.97",211,1.0
318,19lh5020f0012,11/21/19,11/21/19,eu,0,12/01/19,19xeur,lithuania,miscellaneous foreign awardees,slh50016d0003,0,,n,no,cell phone services,517911.0,telecommunications resellers,517911,telecommunications resellers,d316,it and telecom- telecommunications network management,ltu,"14,554.50","14,554.50","14,554.50",57,0.9195644863954879
319,19lh5020f0012,03/06/20,03/06/20,eu,p00001,12/01/19,19xeur,lithuania,miscellaneous foreign awardees,slh50016d0003,0,,n,no,cell phone services,517911.0,telecommunications resellers,517911,telecommunications resellers,d316,it and telecom- telecommunications network management,ltu,"1,490.12","1,490.12","1,490.12",57,0.9195644863954879
320,19lh5020f0012,8/21/20,8/21/20,eu,p00002,12/01/19,19xeur,lithuania,miscellaneous foreign awardees,slh50016d0003,0,,n,no,cell phone services,517911.0,telecommunications resellers,517911,telecommunications resellers,d316,it and telecom- telecommunications network management,ltu,"(8,529.00)","(8,529.00)","(8,529.00)",57,0.9195644863954879
321,19lh5020f0035,2/21/20,2/21/20,eu,0,2/21/20,19xeur,lithuania,miscellaneous foreign awardees,slh50016d0003,0,,n,no,cell phone services,517911.0,telecommunications resellers,517911,telecommunications resellers,d316,it and telecom- telecommunications network management,ltu,"14,206.05","14,206.05","14,206.05",57,0.9195644863954879
322,19lh5020f0035,04/08/20,04/08/20,eu,p00001,2/21/20,19xeur,lithuania,miscellaneous foreign awardees,slh50016d0003,0,,n,no,cell phone services,517911.0,telecommunications resellers,517911,telecommunications resellers,d316,it and telecom- telecommunications network management,ltu,"1,607.24","1,607.24","1,607.24",57,0.9195644863954879
323,19lh5020f0035,4/20/20,4/20/20,eu,p00002,2/21/20,19xeur,lithuania,miscellaneous foreign awardees,slh50016d0003,0,,n,no,cell phone services,517911.0,telecommunications resellers,517911,telecommunications resellers,d316,it and telecom- telecommunications network management,ltu,0.00,0.00,0.00,57,0.9195644863954879
324,19lh5020f0035,06/04/20,06/04/20,eu,p00003,2/21/20,19xeur,lithuania,miscellaneous foreign awardees,slh50016d0003,0,,n,no,cell phone services,517911.0,telecommunications resellers,517911,telecommunications resellers,d316,it and telecom- telecommunications network management,ltu,104.87,104.87,104.87,57,0.9195644863954879
325,19lh5020f0035,8/21/20,8/21/20,eu,p00004,2/21/20,19xeur,lithuania,miscellaneous foreign awardees,slh50016d0003,0,,n,no,cell phone services,517911.0,telecommunications resellers,517911,telecommunications resellers,d316,it and telecom- telecommunications network management,ltu,"(8,599.37)","(8,599.37)","(8,599.37)",57,0.9195644863954879
326,19lh5020p0117,1/29/20,1/29/20,eu,0,1/29/20,19xeur,lithuania,miscellaneous foreign awardees,,,,n,no,fuel and car wash for 02/01/20 - 04/30/20,,,454310,fuel dealers,9110,"fuels, solid",ltu,"18,515.37","18,515.37","18,515.37",58,0.9195644855499268
327,19lh5020p0117,8/24/20,8/24/20,eu,p00001,1/29/20,19xeur,lithuania,miscellaneous foreign awardees,,,,n,no,fuel and car wash for 02/01/20 - 04/30/20,,,454310,fuel dealers,9110,"fuels, solid",ltu,"(12,598.58)","(12,598.58)","(12,598.58)",58,0.9195644855499268
328,19lt6020p0308,7/23/20,7/23/20,af,0,7/23/20,19xaf0,lesotho,miscellaneous foreign awardees,,,,n,no,pre-paid electricity icass and program residences,,,221122,electric power distribution,s112,utilities- electric,lso,"10,591.30","10,591.30","10,591.30",59,0.9195644855499268
329,19lt6020p0308,08/11/20,08/11/20,af,p00001,7/23/20,19xaf0,lesotho,miscellaneous foreign awardees,,,,n,no,pre-paid electricity icass and program residences,,,221122,electric power distribution,s112,utilities- electric,lso,0.00,0.00,0.00,59,0.9195644855499268
330,19m16020p0841,8/25/20,8/25/20,af,0,8/25/20,19xaf0,malawi,t4 logistics llc,,,,n,no,pepfar furniture,,,442110,furniture stores,7110,office furniture,mwi,"10,949.75","10,949.75","10,949.75",212,1.0
331,19mg1020f0253,8/24/20,8/24/20,ea,0,8/24/20,19xeap,united states,a/c supply company,gs07f007aa,0,,n,no,fac - air conditioners for offices (ceiling type),423730.0,warm air heating and air-conditioning equipment and supplies merchant wholesalers,423730,warm air heating and air-conditioning equipment and supplies merchant wholesalers,4120,air conditioning equipment,usa,"10,035.05","10,035.05","10,035.05",213,1.0
332,19mg1020p0156,08/11/20,08/11/20,ea,0,08/11/20,19xk00,mongolia,miscellaneous foreign awardees,,,,n,no,hotel fee for mandatory quarantine,,,721110,hotels (except casino hotels) and motels,v231,"transportation/travel/relocation- travel/lodging/recruitment: lodging, hotel/motel",mng,"11,655.00","11,655.00","11,655.00",214,1.0
333,19mj1920p0550,08/12/20,08/12/20,eu,0,08/12/20,19xeur,montenegro,balkan relocations d.o.o.,,,,n,no,"pack outshipment of uab 1, uab 2, hhe phil henry",,,488510,freight transportation arrangement,v302,transportation/travel/relocation- relocation: travel agent,mne,"10,724.38","10,724.38","10,724.38",60,0.9195644863954879
334,19mj1920p0550,8/31/20,8/31/20,eu,p00001,08/12/20,19xeur,montenegro,balkan relocations d.o.o.,,,,n,no,"pack outshipment of uab 1, uab 2, hhe phil henry",,,488510,freight transportation arrangement,v302,transportation/travel/relocation- relocation: travel agent,mne,585.11,585.11,585.11,60,0.9195644863954879
335,19mj1920p0550,09/04/20,09/04/20,eu,p00002,08/12/20,19xeur,montenegro,balkan relocations d.o.o.,,,,n,no,"pack outshipment of uab 1, uab 2, hhe phil henry",,,488510,freight transportation arrangement,v302,transportation/travel/relocation- relocation: travel agent,mne,"(1,696.32)","(1,696.32)","(1,696.32)",60,0.9195644863954879
336,19mk8019f0063,3/28/19,3/28/19,eu,0,3/28/19,19xeur,macedonia,miscellaneous foreign awardees,19mk8018d0009,0,,n,no,swimming pools maintenance,811411.0,home and garden equipment repair and maintenance,811411,home and garden equipment repair and maintenance,h946,other qc/test/inspect- water purification and sewage treatment equipment,mkd,"11,827.87","11,827.87","11,827.87",61,0.9195644855499268
337,19mk8019f0063,04/02/19,04/02/19,eu,p00001,04/02/19,19xeur,macedonia,miscellaneous foreign awardees,19mk8018d0009,0,,n,no,swimming pools maintenance,811411.0,home and garden equipment repair and maintenance,811411,home and garden equipment repair and maintenance,h946,other qc/test/inspect- water purification and sewage treatment equipment,mkd,0.00,0.00,0.00,61,0.9195644855499268
338,19ml2019p0663,5/23/19,5/23/19,af,0,5/23/19,19xaf0,mali,afribone mali sa,,,,n,no,state/irm/fac: din for air quality monitoring equipment,,,519130,internet publishing and broadcasting and web search portals,d322,it and telecom- internet,mli,"10,909.90","10,909.90","10,909.90",62,0.9195644863954879
339,19ml2019p0663,08/06/20,5/23/19,af,p00001,09/01/19,19xa00,mali,afribone mali sa,,,,n,no,state/irm/fac: din for air quality monitoring equipment,,,519130,internet publishing and broadcasting and web search portals,d322,it and telecom- internet,mli,0.00,0.00,0.00,62,0.9195644863954879
340,19ml2019p0663,08/11/20,08/11/20,af,p00002,5/23/19,19xaf0,mali,afribone mali sa,,,,n,no,state/irm/fac: din for air quality monitoring equipment,,,519130,internet publishing and broadcasting and web search portals,d322,it and telecom- internet,mli,0.00,0.00,0.00,62,0.9195644863954879
341,19ml2020p0594,08/06/20,07/08/20,af,0,07/08/20,19xaf0,mali,miscellaneous foreign awardees,,0,,n,no,renewal subscription for gps,,,519130,internet publishing and broadcasting and web search portals,d304,it and telecom- telecommunications and transmission,mli,"11,202.54","11,202.54","11,202.54",215,1.0
342,19ml2020p0594,08/12/20,08/12/20,af,p00001,07/08/20,753338,mali,miscellaneous foreign awardees,,,,n,no,pr9261159 - renewal subscription for gps,,,519130,internet publishing and broadcasting and web search portals,d304,it and telecom- telecommunications and transmission,mli,0.00,0.00,0.00,216,1.0
343,19mr6020p0335,3/30/20,3/30/20,af,0,3/30/20,19xds0,mauritania,miscellaneous foreign awardees,,,,n,no,yes,,,611630,language schools,r608,support- administrative: translation and interpreting,mrt,"11,351.35","11,351.35","11,351.35",217,1.0
344,19mu3020f0117,4/16/20,4/16/20,ne,0,4/16/20,19xnea,oman,miscellaneous foreign awardees,19mu3018d0003,0,,n,no,"inbound pouch services 2nd task order of final option year - period may 1 to july 31, 2020",492210.0,local messengers and local delivery,492210,local messengers and local delivery,r602,support- administrative: courier/messenger,omn,"15,241.56","15,241.56","15,241.56",63,0.9195644863954879
345,19mu3020f0117,6/15/20,6/15/20,ne,p00001,4/16/20,19xnea,oman,miscellaneous foreign awardees,19mu3018d0003,0,,n,no,"inbound pouch services 2nd task order of final option year - period may 1 to july 31, 2020",492210.0,local messengers and local delivery,492210,local messengers and local delivery,r602,support- administrative: courier/messenger,omn,0.00,0.00,0.00,63,0.9195644863954879
346,19mu3020f0117,7/19/20,7/19/20,ne,p00002,4/16/20,19xnea,oman,miscellaneous foreign awardees,19mu3018d0003,0,,n,no,"inbound pouch services 2nd task order of final option year - period may 1 to july 31, 2020",492210.0,local messengers and local delivery,492210,local messengers and local delivery,r602,support- administrative: courier/messenger,omn,0.00,0.00,0.00,63,0.9195644863954879
347,19mu3020f0117,8/19/20,8/19/20,ne,p00003,4/16/20,19xnea,oman,miscellaneous foreign awardees,19mu3018d0003,0,,n,no,"inbound pouch services 2nd task order of final option year - period may 1 to july 31, 2020",492210.0,local messengers and local delivery,492210,local messengers and local delivery,r602,support- administrative: courier/messenger,omn,"(8,078.13)","(8,078.13)","(8,078.13)",63,0.9195644863954879
348,19mx6120p0079,03/10/20,03/10/20,wh,0,03/10/20,19xhr0,mexico,miscellaneous foreign awardees,,,,n,no,"pack out and exportation of hhe, pov and uab shipments",,,484230,"specialized freight (except used goods) trucking, long-distance",v301,transportation/travel/relocation- relocation: relocation,mex,"10,197.54","10,197.54","10,197.54",64,0.9195644855499268
349,19mx6120p0079,8/18/20,8/18/20,wh,p00001,03/10/20,19xhr0,mexico,miscellaneous foreign awardees,,,,n,no,"pack out and exportation of hhe, pov and uab shipments",,,484230,"specialized freight (except used goods) trucking, long-distance",v301,transportation/travel/relocation- relocation: relocation,mex,316.38,316.38,316.38,64,0.9195644855499268
350,19mx6120p0095,8/18/20,4/21/20,wh,0,4/21/20,19xhr0,mexico,miscellaneous foreign awardees,,,,n,no,hhe/uab pack out and exportation,,,423860,transportation equipment and supplies (except motor vehicle) merchant wholesalers,v301,transportation/travel/relocation- relocation: relocation,mex,"10,673.67","10,673.67","10,673.67",65,0.8731083309540808
351,19mx6120p0095,8/24/20,8/18/20,wh,p00001,4/21/20,19xhr0,mexico,miscellaneous foreign awardees,,,,n,no,hhe/uab pack out and exportation,,,423860,transportation equipment and supplies (except motor vehicle) merchant wholesalers,v301,transportation/travel/relocation- relocation: relocation,mex,314.23,314.23,314.23,65,0.8731083309540808
352,19mx6120p0097,8/20/20,4/21/20,wh,0,4/21/20,19xhr0,mexico,miscellaneous foreign awardees,,,,n,no,hhe/uab packout and exportation,,,423860,transportation equipment and supplies (except motor vehicle) merchant wholesalers,v301,transportation/travel/relocation- relocation: relocation,mex,"10,933.25","10,933.25","10,933.25",66,0.9195644855499268
353,19mx6120p0097,8/24/20,8/20/20,wh,p00001,4/21/20,19xhr0,mexico,miscellaneous foreign awardees,,,,n,no,hhe/uab packout and exportation,,,423860,transportation equipment and supplies (except motor vehicle) merchant wholesalers,v301,transportation/travel/relocation- relocation: relocation,mex,314.23,314.23,314.23,66,0.9195644855499268
354,19mx6120p0099,8/18/20,4/23/20,wh,0,4/23/20,19xhr0,mexico,miscellaneous foreign awardees,,,,n,no,hheuab pack out and exportation,,,423860,transportation equipment and supplies (except motor vehicle) merchant wholesalers,v301,transportation/travel/relocation- relocation: relocation,mex,"10,673.67","10,673.67","10,673.67",65,0.8731083309540808
355,19mx6120p0099,8/24/20,8/18/20,wh,p00001,4/23/20,19xhr0,mexico,miscellaneous foreign awardees,,,,n,no,hheuab pack out and exportation,,,423860,transportation equipment and supplies (except motor vehicle) merchant wholesalers,v301,transportation/travel/relocation- relocation: relocation,mex,314.23,314.23,314.23,65,0.8731083309540808
356,19mx6120p0104,05/10/20,05/10/20,wh,0,05/10/20,19xhr0,mexico,miscellaneous foreign awardees,,,,n,no,hhe and uab pack out and exportation,,,423860,transportation equipment and supplies (except motor vehicle) merchant wholesalers,v301,transportation/travel/relocation- relocation: relocation,mex,"10,046.92","10,046.92","10,046.92",67,0.9195644855499268
357,19mx6120p0104,8/18/20,8/18/20,wh,p00001,05/10/20,19xhr0,mexico,miscellaneous foreign awardees,,,,n,no,hhe and uab pack out and exportation,,,423860,transportation equipment and supplies (except motor vehicle) merchant wholesalers,v301,transportation/travel/relocation- relocation: relocation,mex,316.37,316.37,316.37,67,0.9195644855499268
358,19mx6120p0150,8/18/20,8/18/20,wh,0,8/18/20,19xhr0,mexico,miscellaneous foreign awardees,,,,n,no,hhe and uab packout and exportation,,,423860,transportation equipment and supplies (except motor vehicle) merchant wholesalers,v301,transportation/travel/relocation- relocation: relocation,mex,"10,546.02","10,546.02","10,546.02",218,1.0
359,19mx9019p0048,1/23/19,1/15/19,wh,0,1/15/19,19x1nl,mexico,"unico government solutions, llc",,0,,n,no,"inl-mi writing of sows, pwss, igces and swgs for inlprograms",,,921190,other general government support,r408,support- professional: program management/support,mex,"64,087.20","64,087.20","64,087.20",68,0.9195644855499268
360,19mx9019p0048,8/21/20,8/21/20,wh,p00001,1/15/19,19x1nl,mexico,"unico government solutions, llc",,,,n,no,"inl-mi writing of sows, pwss, igces and swgs for inlprograms",,,921190,other general government support,r408,support- professional: program management/support,mex,"(63,814.64)","(63,814.64)","(63,814.64)",68,0.9195644855499268
361,19n15020p0774,08/04/20,08/04/20,af,0,08/04/20,19x0b0,nigeria,miscellaneous foreign awardees,,,,n,no,lag:supplyinstall 400 amps dual ats at ikeja llc xjzmrstr,,,335311,"power, distribution, and specialty transformer manufacturing",n061,installation of equipment- electric wire and power distribution equipment,nga,"11,286.09","11,286.09","11,286.09",219,1.0
362,19n15020p0864,8/24/20,8/19/20,af,0,8/19/20,19xaf0,nigeria,miscellaneous foreign awardees,,,,n,no,lag-irm: convert container at llc to radio room,,,488510,freight transportation arrangement,k081,"modification of equipment- containers, packaging, and packing supplies",nga,"2,922.08","2,922.08","2,922.08",69,0.9195644855499268
363,19n15020p0864,8/24/20,8/24/20,af,p00001,8/19/20,19xaf0,nigeria,miscellaneous foreign awardees,,,,n,no,lag-irm: convert container at llc to radio room,,,488510,freight transportation arrangement,k081,"modification of equipment- containers, packaging, and packing supplies",nga,"7,418.18","7,418.18","7,418.18",69,0.9195644855499268
364,19na3020p0151,07/08/20,07/08/20,wh,0,07/08/20,19xwha,curacao,miscellaneous foreign awardees,,,,n,no,tq - mcbr - hotel accommodation,,,721110,hotels (except casino hotels) and motels,v231,"transportation/travel/relocation- travel/lodging/recruitment: lodging, hotel/motel",cuw,"11,040.00","11,040.00","11,040.00",70,0.9195644855499268
365,19na3020p0151,8/21/20,8/21/20,wh,p00001,07/08/20,19xwha,curacao,miscellaneous foreign awardees,,,,n,no,tq - mcbr - hotel accommodation,,,721110,hotels (except casino hotels) and motels,v231,"transportation/travel/relocation- travel/lodging/recruitment: lodging, hotel/motel",cuw,"(3,680.00)","(3,680.00)","(3,680.00)",70,0.9195644855499268
